actor,text,label
Opplysningskontoret for Egg og Kjøtt (OEK/MatPrat),"Skal vi bremse klimaendringene må målet primært være å kutte de fossile utslippene. Et slikt skille mellom biologiske og fossile utslipp er ikke kontroversielt, men snarere logisk. Eksempelvis har New Zealand satt egne mål for metan av biologisk og fossilt opphav (Ministry for the Environment, New Zealand). De skal redusere utslippene av biologisk metan med henholdsvis 10 og 24-47 % innen 2030 og 2050, og nå nette-null nivå på fossilt metan innen 2050. Økosystem-tjenester fra beitende dyr Gras- og beitearealer er viktige økosystemer, både med tanke på biomangfold som beskrevet i rapporten, og av hensynet til klima. Gress-systemer er dekket med et lag av fotosyntetiserende planter som sikrer karbonlagring i bakken og i tillegg absorberer karbon fra atmosfæren og overfører det til jordlaget gjennom plantenes røtter. Det er anslått at gress-baserte systemer har opptil 30 % av verdens karbonreservoar bundet i sin jord.",Bedrift
Opplysningskontoret for Egg og Kjøtt (OEK/MatPrat),"I rapporten henvises det også til Miljødirektoratet og analysene i rapporten Klimakur når det gjelder effekten av kostholdsendringer. Her må vi påpeke at disse analysene har store svakheter som tidligere har blitt påpekt, men som ikke har blitt hensyntatt. Klimakur har ikke beregnet positive klimagevinster som følge av avlsmessig fremgang, bruk av metanhemmere i fôr, økt grovfôr-kvalitet eller bedre kontroll på produksjonen på den enkelte gård. Det vil være mulig å redusere utslippene ved å ta i bruk kunnskap, teknologi og nye produksjonsformer slik at klimabelastningen per kilo produsert kjøtt kan reduseres ytterligere. Videre har man ikke lagt til økte utslipp fra maten som vil måtte komme til å erstatte norsk animalsk produksjon.",Bedrift
Opplysningskontoret for Egg og Kjøtt (OEK/MatPrat),"En slik helhetlig analyse mangler for norske forhold. Videre har en gjennomgang av Klimakur konkludert med at kostholdstiltaket sannsynligvis vil medføre at opp mot 3 millioner dekar jord vil gå ut av produksjon og et markant fall i norsk selvforsyningsgrad (Asheim et al, 2020). Det norske ressursgrunnlaget. I rapporten står følgende:",Bedrift
Opplysningskontoret for Egg og Kjøtt (OEK/MatPrat),Norge er blant landene i verden med lavest selvforsyning og lavest prosentandel av landarealene som er nyttbar som matjord (3 %). Store deler av arealene våre er beitemark (45 %) og kan kun utnyttes av drøvtyggere. Videre er mye av matjordarealene kun nyttbar for fôrkorn og gras.,Bedrift
Opplysningskontoret for Egg og Kjøtt (OEK/MatPrat),"Få aktører jobber for å få frem nyanser på vegne av husdyrprodusentene i dagens debatt rundt klima og bærekraft, i tillegg til ernæring og helse. Vi anser oss derfor som en viktig stemme i samfunnsdebatten og en god plattform for å spre kunnskapsbasert informasjon om egg og kjøtt i et ernæringsperspektiv og om norsk husdyrproduksjon og bærekraft til befolkningen. I rapporten står følgende: Forbrukernes atferd påvirkes også langs andre kanaler. Informative virkemidler kan, særlig i kombinasjon med andre virkemidler, være nyttige for at forbrukeren skal foreta mer klimavennlige matvalg. Merking av matvarer og kostholdsråd kan være nyttig. Informasjon fra offentlige myndigheter via ulike opplysningskontorer for matvarer bør ikke oppmuntre til konsum av matvarer med høye klimagassutslipp (s. 152). Dette fremstår som lite faglig begrunnet og svært unyansert. Husdyrproduksjon er viktig for norsk landbruk, selvforsyning og utnyttelsen av norske ressurser.",Bedrift
Opplysningskontoret for Egg og Kjøtt (OEK/MatPrat),"Vi stiller spørsmålstegn ved at det foreslås begrensninger på bøndene muligheter til å markedsføre og fremsnakke sin produksjon på en saklig og kunnskapsbasert måte gjennom sitt opplysningskontor (OEK). Referanser: Asheim, L. J., Bakken, A. K., Mittenzwei, K., Pettersen, I., & Prestegard, S. S. (2020).",Bedrift
Person som ikke har oppgitt navn (140397),Penger som f.eks. kunne blitt brukt til å vedlikeholde veinettet. Bare i Vestland er etterslepet på vedlikehold av vei på 16 milliarder. I stedet blir pengene slust inn i klimatiltak som ikke monner. 8. Vindkraft er ikke løsningen. Det er viktig å huske på at vindkraft IKKE er utslippsfritt. Det er det ingen ting som er.,Privatperson
Person som ikke har oppgitt navn (140397),"Og da har de ikke regnet på CO2-utslipp knyttet til utbygging, drift, riving og avfallshåndtering. Det kommer i tillegg. I tillegg er vindkraft svært arealkrevende, og reduserer naturens evne til å binde CO2, spesielt der de er anlagt i myrområder. Når man så legger til at det er forurensende, med både fare for lekkasje av hydraulikkolje og avskalling av belegget på vingene, som bl.a. inneholder giften bisfenol A, ser man tydelig at klima trumfer miljø og natur. S. 81 i rapporten blir det lagt til grunn en forventning om at prisen på flytende havvind vil bli redusert fra 117 øre pr. kWh i 2021 til 68 øre pr. kWh i 2030. Dette anslaget er altfor lavt. F.eks. har enorme økninger i kostnader veltet økonomien i Equinors gigantiske havvind-prosjekt i USA, og Equinor og samarbeidspartner British Petroleum ber om en subsidie på 2 kr pr. kWh for å gå videre med satsinga.",Privatperson
Person som ikke har oppgitt navn (183356),"Moder Jord bryr seg ikke om hvor gassen blir brent. Og verdifull strøm som vi har bruk for på land, blir i stedet sendt ut til plattformene. Rent beredskapsmessig blir også samfunnet mer sårbart når alt er avhengig av elektrisitet. DSB sin nye anbefaling er å klare seg inntil 7 dager uten strøm. Med hus som ikke har andre energikilder enn elektrisitet, blir det f.eks. vanskelig å sikre oppvarming. Og elektriske biler går jo også tom for strøm.",Privatperson
Person som ikke har oppgitt navn (183356),Elektrifisering av brøyting og annet vil kreve store investeringer i materiell og ladeinfrastruktur. Penger som f.eks. kunne blitt brukt til å vedlikeholde veinettet. Bare i Vestland er etterslepet på vedlikehold av vei på 16 milliarder. I stedet blir pengene slust inn i klimatiltak som ikke monner. 8. Vindkraft er ikke løsningen. Det er viktig å huske på at vindkraft IKKE er utslippsfritt. Det er det ingen ting som er.,Privatperson
Samfunnsbedriftene,"Klimautvalget foreslår et enhetlig måle- og rapporteringssystem for kommuners klimaarbeid. Dette systemet kan integreres i dagens nasjonale informasjonssystem (KOSTRA) eller etableres som et eget system. Målet er å gi staten et helhetlig bilde av kommunenes fremskritt og effektene av beslutninger, spesielt knyttet til avfall, transport og arealbruk. Samfunnsbedriftene støtter behovet for et slikt system og vurderer positivt integrasjon av ""bærekraftsrapportering"" i KOSTRA for helhetlig rapportering. Vi understreker viktigheten av at rapportering for virksomheter med kommunalt eierskap er sammenlignbar med private selskaper og bør derfor følge internasjonale standarder i tråd med innføringen av CSRD. Samtidig påpeker vi behovet for å koordinere eventuelle nye lovkrav med tilhørende plikter knyttet til rapportering med eksisterende regelverk for klima- og miljøhensyn.",Interessegruppe
Samfunnsbedriftene,"Samfunnsbedriftene støtter klimautvalgets «Unngå – flytt – forbedre» rammeverket og har derfor valgt å knytte våre anbefalinger til rammevilkår og virkemidler på bransjenivå til UFF-rammeverket så langt det lar seg gjøre. I det videre innspillet setter vi søkelyset på tema og virkemidler som berører de kommunalt eide virksomhetene innenfor bransjene energi, transport og avfall og dets betydning for økt sirkularitet. Ny satsning på fornybar energi og kraftnett Samfunnsbedriftene identifiserer tydelige synergier mellom UFF-rammeverket og energisektoren. Sentralt står utfordringer som mer effektiv energibruk (unngå), justering av forbruksmønsteret for å jevne ut forbrukstoppene i energisystemet (flytt), og akselerert reduksjon av utslipp ved overgang til fornybar energi fra fossil energi (forbedre). Elektrifisering med fornybar energi er Norges fremste våpen for å realisere Norges mål om et lavutslippssamfunn innen 2050, men krever økt kraftproduksjon og nettutbygging. Regulering av kraftnettet må tilpasses dagens behov for økt utbygging, og krever langsiktig planlegging og gode rammevilkår.",Interessegruppe
Samfunnsbedriftene,"Samfunnsbedriftene understreker viktigheten av å implementere slike endringer tidlig for å styrke norsk næringsliv i det økende europeiske markedet for sirkulære produkter. Med vennlig hilsenSamfunnsbedriftene v/ Jill Johannessen, fagsjef bærekraft",Interessegruppe
Naturvernforbundet,"Det innføres et krav om «planvask», slik at kommunene reviderer kommuneplanens arealdel og vedtatte reguleringsplaner (eldre enn 5 år), for å ta ut områder avsatt til ulike former for utbygging, men som ikke tar nødvendig hensyn til klima- og miljømålene. Det innføres et krav om «prosjektvask» for vedtatte samferdselsprosjekter som ikke er gjennomført. Det etableres naturregnskap og arealregnskap både for nasjonalt, fylkeskommunalt og kommunalt nivå. Natur- og klimakompetansen styrkes i alle kommuner, fylkeskommuner og hos statsforvalteren.    Synspunkter fra Naturvernforbundet En intakt natur er i et klimaperspektiv viktig for å hindre klimagassutslipp fra arealbruk, ta opp og lagre mer karbon samt dempe de negative konsekvensene av blant annet mer nedbør og ekstremvær. I tillegg er det avgjørende å ta vare på artsmangfoldet og sikre naturens økosystemtjenester, og da må vi forvalte arealene riktig.",Interessegruppe
Naturvernforbundet,"Også myrene er svært viktige karbonlagre.   Klimautvalgets gode anbefalinger må resultere i konkret politikk. For mer utdypende innspill vil vi vise til rapporten For Naturen, skrevet av flere miljøorganisasjoner i 2023.  For det første må vi få tydelige mål for areal og natur i Norge. Den internasjonale naturavtalen må danne rammene. Det er ingen grunn til at Norge, som et ressurssterkt land, skal ha mindre ambisiøse mål enn det naturavtalen har satt for verden som helhet. Det betyr blant annet at vi må verne 30 prosent av Norges hav- og landområder og restaurere 30 prosent av delvis ødelagt natur.   Det er kommunene som har ansvaret for arealpolitikken, og vi ser ikke for oss at noe annet forvaltningsnivå skal ta over disse oppgavene.",Interessegruppe
Naturvernforbundet,"Det vil være vanskelig å sette en monetær verdi på de mange ulike typene natur, og det er også uklart hva effekten vil være. En betalt avgift vil også kunne oppfattes som aksept for nedbygging og dermed få utilsiktet effekt, og det vil kunne undergrave dagens planbaserte arealforvaltning.    Som ledd i alt dette vil Klimautvalgets anbefaling om at det innføres et krav om «planvask», stå sentralt, der arealplanene revideres i tråd med nye krav og føringer. Det vil også være naturlig å styre arbeidet med planlegging på regionalt nivå, for å oppnå mer helhetlige vurderinger og beslutninger på tvers av kommunegrensene og hindre unødig «konkurranse» mellom kommuner som ønsker å tiltrekke seg nye arealkrevende virksomheter.    For å få til effektiv og god arealplanlegging er gode naturkartlegginger en forutsetning.",Interessegruppe
Naturvernforbundet,"For å sikre tillit til slike kartlegginger er det er også avgjørende at båndet mellom utbygger og utreder brytes. Vi foreslår at det stilles strenge krav til utrederne, og at det er en offentlig instans som blir oppdragsgiver, men at det er utbyggerne som fortsatt må betale for utredningene. Skogbruket burde fått mer oppmerksomhet i Klimautvalgets utredning. Det er bra at utvalget anbefaler innføring av meldeplikt ved hogst, men vi trenger langt sterkere virkemidler for å gjøre skogbruket bærekraftig.",Interessegruppe
Naturvernforbundet,"Synspunkter fra Naturvernforbundet om jordbruket Naturvernforbundet er godt fornøyd med at Klimautvalget trekker fram de fleste viktige momentene for klima og jordbruk, men vi får inntrykk av at kapitlet om matsystemet preges mer av intern uenighet i utvalget enn andre kapitler.   Utvalget beskriver helt korrekt hvordan jordbruket bør utvikles for både å få ned utslippene og øke norsk sjølforsyning, basert på forutsetningen om at forbruket av melk og kjøtt må reduseres til det halve eller mer, i tråd med de nye nordiske kostrådene.    Det er også prisverdig at utvalget beskriver hvordan klimaendringene allerede har gitt årlige utfordringer for jordbruket og særlig stor skade i 2018",Interessegruppe
Naturvernforbundet,"Fra klimaperspektiv er Naturvernforbundet særlig opptatt av det uheldige av at det brukes store mengder import av fôr til denne næringen, i tillegg til økende energiforbruk, blant annet til landbaserte anlegg. I tillegg fører dagens manglende rensing og gjenvinning av næringspartikler fra anleggene til stort tap av energi og næringssalter.    Transport og mobilitet Særlig viktige og relevante anbefalinger fra utvalget Tiltak som reduserer etterspørselen etter transport, blir prioritert, både når det gjelder transport av varer og av personer, blant annet ved at: − eksisterende infrastruktur utnyttes og vedlikeholdes fremfor utbygging av ny − stiavhengighet blir vurdert og vektlagt i alle beslutninger − utviklingen av transportsystemet bidrar til å redusere samlet ressurs og arealbruk − utviklingen av transportsystemet reduserer samlet energibruk på transport. Det bør satses på direkte elektrifisering så langt som mulig, og ikke energikrevende drivstoff som hydrogen eller biodrivstoff − det legges mindre vekt på å legge til rette for høy hastighet i veisystemet Transportsystemet utvikles samlet på tvers av ulike transportformer og regioner, og tar utgangspunkt i det transportsystemet man vil ha i fremtiden, ikke hva en videreføring av historiske trender vil tilsi.",Interessegruppe
